CustomerID,Churn,MonthlyRevenue,MonthlyMinutes,TotalRecurringCharge,DirectorAssistedCalls,OverageMinutes,RoamingCalls,PercChangeMinutes,PercChangeRevenues,DroppedCalls,BlockedCalls,UnansweredCalls,CustomerCareCalls,ThreewayCalls,ReceivedCalls,OutboundCalls,InboundCalls,PeakCallsInOut,OffPeakCallsInOut,DroppedBlockedCalls,CallForwardingCalls,CallWaitingCalls,MonthsInService,UniqueSubs,ActiveSubs,ServiceArea,Handsets,HandsetModels,CurrentEquipmentDays,AgeHH1,AgeHH2,ChildrenInHH,HandsetRefurbished,HandsetWebCapable,TruckOwner,RVOwner,Homeownership,BuysViaMailOrder,RespondsToMailOffers,OptOutMailings,NonUSTravel,OwnsComputer,HasCreditCard,RetentionCalls,RetentionOffersAccepted,NewCellphoneUser,NotNewCellphoneUser,ReferralsMadeBySubscriber,IncomeGroup,OwnsMotorcycle,AdjustmentsToCreditRating,HandsetPrice,MadeCallToRetentionTeam,CreditRating,PrizmCode,Occupation,MaritalStatus
3087738,Yes,72.0,302.0,75.0,0.0,0.0,0.0,-129.0,4.0,2.0,1.0,8.3,0.0,0.0,125.6,16.7,25.3,118.7,16.3,3.0,0.0,1.7,22,1,1,MIAWPB561,1.0,1.0,655.0,44.0,44.0,No,No,Yes,Yes,No,Known,No,No,No,No,Yes,Yes,0,0,No,No,0,7,Yes,0,Unknown,No,2-High,Suburban,Other,Yes
3109258,Yes,62.81,1184.0,60.0,0.0,43.0,0.0,-592.0,-12.8,41.0,12.3,70.3,10.0,0.0,378.1,95.0,54.3,188.7,251.3,53.3,0.0,9.3,23,2,1,ATLANE678,5.0,4.0,421.0,0.0,0.0,No,Yes,Yes,No,No,Unknown,No,No,No,No,No,No,0,0,No,No,0,0,No,0,100,No,3-Good,Other,Other,Unknown
3004626,No,124.2,433.0,45.0,0.5,134.0,0.1,-209.0,71.7,5.3,0.3,55.0,1.3,0.0,159.9,28.0,0.3,190.0,51.7,5.7,0.0,3.0,50,1,1,PHIMER609,2.0,2.0,15.0,44.0,38.0,No,No,No,No,No,Known,No,Yes,No,No,No,Yes,0,0,No,Yes,0,6,No,1,30,No,1-Highest,Suburban,Other,Yes
3230346,No,85.53,551.0,95.0,1.49,0.0,0.0,-47.0,-0.2,8.7,3.3,16.0,0.0,0.3,61.5,34.3,8.7,92.7,38.7,12.0,0.0,0.7,11,2,2,NMXALB505,1.0,1.0,332.0,44.0,0.0,No,No,Yes,No,No,Known,No,No,No,No,Yes,No,0,0,No,No,0,8,No,0,Unknown,No,2-High,Suburban,Other,Yes
3262406,Yes,91.86,220.0,39.0,0.0,0.0,0.0,,,0.7,0.0,1.3,1.0,0.0,2.1,0.7,0.0,3.7,6.0,0.7,0.0,0.0,16,1,1,NCRFAY910,1.0,1.0,458.0,0.0,0.0,No,No,Yes,No,No,Unknown,No,No,No,No,No,No,0,0,No,No,0,0,No,0,Unknown,No,5-Low,Town,Other,Unknown
3377538,No,22.79,20.0,22.0,0.0,0.0,0.0,-5.0,-22.6,0.7,1.7,1.7,0.0,0.3,1.5,0.7,0.3,4.0,5.0,2.3,0.0,0.0,7,1,1,VAHDAN804,1.0,1.0,207.0,28.0,0.0,No,No,Yes,No,No,Known,No,Yes,No,No,No,No,0,0,No,No,0,4,No,0,Unknown,No,3-Good,Town,Other,No
3156198,No,70.59,576.0,50.0,0.5,67.0,0.0,192.0,33.1,7.3,0.0,23.0,0.7,0.7,153.1,95.3,8.7,153.7,82.7,7.3,0.0,3.0,22,1,1,LAXLAG949,2.0,2.0,356.0,20.0,0.0,No,No,Yes,No,No,Known,No,No,No,No,No,Yes,0,0,No,No,0,9,No,0,30,No,4-Medium,Suburban,Other,Unknown
3318654,Yes,41.31,232.0,45.0,2.23,0.0,0.0,-14.0,-0.3,2.7,0.7,6.0,0.0,0.0,52.1,12.3,3.7,50.7,21.3,3.3,0.0,0.0,11,1,1,BOSBOS978,2.0,2.0,313.0,0.0,0.0,No,No,Yes,No,No,Unknown,No,No,No,No,No,No,0,0,No,No,0,0,No,0,100,No,3-Good,Other,Other,Unknown
3115406,Yes,69.62,434.0,30.0,6.19,86.0,0.0,107.0,42.5,5.7,3.3,46.0,1.3,1.3,31.9,60.0,0.0,99.7,62.7,9.0,0.0,0.0,25,2,1,ATLANE678,1.0,1.0,746.0,52.0,42.0,No,No,Yes,No,No,Known,Yes,Yes,No,No,No,Yes,0,0,No,No,0,6,No,0,Unknown,No,2-High,Other,Professional,No
3254398,No,86.97,1123.0,95.0,1.98,0.0,0.0,0.0,3.0,5.3,3.0,35.3,0.0,0.0,250.8,122.0,22.0,208.0,271.0,8.3,0.0,7.3,14,1,1,OHICLE216,1.0,1.0,407.0,40.0,0.0,No,No,Yes,No,No,Known,No,No,No,No,No,Yes,0,0,No,No,1,5,No,0,Unknown,No,3-Good,Other,Other,No
3069070,No,69.46,1917.0,85.0,0.5,0.0,0.0,418.0,8.8,38.0,6.3,91.7,8.7,2.0,323.8,100.3,21.7,189.3,315.3,44.3,0.0,12.7,23,1,1,BOSBOS617,6.0,2.0,447.0,24.0,0.0,No,Yes,Yes,No,No,Known,No,No,No,No,No,Yes,0,0,No,Yes,0,8,No,1,80,No,1-Highest,Town,Other,No
3011874,No,37.47,271.0,30.0,2.48,9.0,0.0,71.0,4.4,0.0,0.0,2.7,0.0,0.0,1.1,0.0,0.0,32.3,11.7,0.0,0.0,0.0,42,1,1,DALDAL214,1.0,1.0,1274.0,50.0,46.0,No,No,Yes,Yes,Yes,Known,Yes,Yes,Yes,Yes,Yes,Yes,0,0,Yes,No,0,5,No,0,Unknown,No,1-Highest,Other,Other,No
3164902,No,82.19,836.0,65.0,0.5,44.0,0.0,-144.0,-0.2,35.0,3.3,93.0,4.7,2.0,211.4,71.7,8.3,149.0,117.7,41.0,0.0,1.7,20,2,2,NNYROC716,2.0,2.0,96.0,38.0,56.0,Yes,No,Yes,Yes,Yes,Known,No,Yes,No,No,No,Yes,0,0,No,No,0,5,No,0,30,No,5-Low,Other,Other,Yes
3184426,No,11.56,252.0,10.0,0.99,0.0,0.5,22.0,-0.6,3.0,0.0,21.3,0.0,1.0,26.5,9.0,0.3,48.7,29.3,3.0,0.0,0.7,14,2,2,PHITRT609,1.0,1.0,428.0,44.0,42.0,Yes,No,Yes,No,No,Known,No,Yes,No,No,Yes,Yes,0,0,No,No,0,4,No,0,Unknown,No,2-High,Suburban,Crafts,No
3239134,No,64.36,676.0,70.0,0.25,14.0,0.0,-150.0,-4.4,7.3,0.3,38.0,1.0,0.0,175.3,59.3,22.7,108.7,82.7,7.7,0.0,2.3,15,2,2,NYCQUE917,2.0,2.0,4.0,26.0,0.0,No,No,Yes,No,No,Known,No,No,No,No,No,Yes,0,0,Yes,No,0,7,No,0,150,No,2-High,Other,Other,No
3272434,Yes,18.99,8.0,26.0,0.0,0.0,0.0,-8.0,-48.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15,1,1,DALDAL214,2.0,2.0,228.0,0.0,0.0,No,No,Yes,No,No,Unknown,No,No,No,No,No,No,1,0,Yes,No,0,0,No,0,10,Yes,7-Lowest,Other,Other,Unknown
3263458,No,119.33,1803.0,78.0,0.99,162.0,0.0,1031.0,-18.3,28.7,1.7,182.0,31.3,5.7,600.1,51.0,13.7,523.7,625.0,30.3,0.0,37.0,9,1,1,APCBAL410,2.0,2.0,164.0,0.0,0.0,No,No,Yes,No,No,Unknown,No,No,No,No,No,No,0,0,Yes,No,0,0,No,0,30,No,7-Lowest,Other,Other,Unknown
3123622,No,10.25,26.0,10.0,0.0,1.0,0.0,-8.0,0.8,0.7,0.7,4.3,0.0,0.0,2.3,2.7,2.3,8.3,5.3,1.3,0.0,0.0,25,3,3,HOUHOU281,3.0,2.0,484.0,0.0,0.0,No,No,Yes,No,No,Known,No,No,No,No,No,No,0,0,Yes,No,0,5,No,0,60,No,3-Good,Other,Other,Unknown
3126966,No,30.25,215.0,30.0,0.25,0.0,0.0,-23.0,-0.2,0.7,3.3,2.7,1.3,0.0,0.0,1.7,0.0,9.0,11.3,4.0,0.0,0.0,25,1,1,OHIWAR330,1.0,1.0,736.0,62.0,58.0,No,No,Yes,Yes,No,Known,Yes,Yes,No,No,Yes,Yes,0,0,No,No,0,5,No,0,Unknown,No,5-Low,Suburban,Professional,Yes
3216090,No,109.12,614.0,76.0,1.73,94.0,0.0,-234.0,-28.9,4.0,5.7,28.0,1.3,0.0,19.1,8.3,0.0,65.0,33.0,9.7,0.0,0.3,16,1,1,NOLKEN504,1.0,1.0,465.0,36.0,36.0,Yes,No,Yes,No,No,Known,No,No,No,No,No,Yes,0,0,No,No,0,6,No,0,Unknown,No,4-Medium,Suburban,Other,Yes
3321642,No,67.53,265.0,80.0,0.0,7.0,0.0,-69.0,2.5,1.7,13.0,20.0,0.0,0.0,41.6,14.0,2.0,97.0,4.3,14.7,0.0,0.0,7,2,2,NSHNSH615,1.0,1.0,208.0,34.0,34.0,Yes,No,Yes,No,No,Known,Yes,Yes,No,No,No,Yes,0,0,No,No,0,6,No,0,Unknown,No,2-High,Rural,Clerical,No
3258206,No,37.09,392.0,40.0,0.0,19.0,0.1,4.0,-6.7,7.3,0.3,20.7,0.0,0.0,98.0,10.3,2.7,151.0,63.7,7.7,0.0,0.3,10,1,1,LAXSMN310,1.0,1.0,295.0,48.0,46.0,Yes,No,Yes,No,No,Known,No,No,No,No,Yes,Yes,0,0,No,No,0,9,No,0,Unknown,No,4-Medium,Town,Other,Unknown
3115726,No,99.2,250.0,66.0,0.99,36.0,0.0,-232.0,-49.2,8.3,3.3,12.3,1.3,0.0,19.3,6.0,0.3,38.0,22.7,11.7,0.0,0.0,19,6,2,ATLNOR678,2.0,1.0,43.0,40.0,36.0,No,No,Yes,No,No,Known,No,No,No,No,No,Yes,0,0,No,Yes,0,6,No,0,30,No,3-Good,Suburban,Other,Unknown
3364346,No,65.49,309.0,70.0,0.0,14.0,0.0,-80.0,-5.5,0.7,0.0,8.0,0.0,0.0,60.9,5.7,6.0,14.3,27.0,0.7,0.0,0.0,11,2,2,AIRGRN252,1.0,1.0,313.0,30.0,0.0,No,No,Yes,No,No,Known,No,No,No,No,No,Yes,0,0,No,No,0,6,No,0,Unknown,No,2-High,Other,Other,No
3296950,No,65.16,554.0,49.0,0.74,82.0,0.0,-83.0,-10.8,2.7,5.0,41.7,1.7,0.3,104.3,26.7,7.3,157.7,65.7,7.7,0.0,0.3,10,3,3,SANMCA210,2.0,2.0,57.0,60.0,58.0,No,No,Yes,Yes,No,Known,Yes,Yes,No,No,No,Yes,0,0,No,Yes,0,5,No,0,130,No,3-Good,Other,Other,Yes
3163286,Yes,67.95,727.0,30.0,0.25,104.0,0.0,4.0,-9.6,13.3,0.0,35.3,0.7,0.3,233.0,23.0,9.0,166.7,124.0,13.3,0.0,1.3,16,1,1,LAXSAN714,3.0,3.0,224.0,0.0,0.0,No,No,Yes,No,No,Unknown,No,No,No,No,No,No,0,0,No,No,0,0,No,0,40,No,4-Medium,Other,Other,Unknown
3167466,No,22.91,82.0,20.0,0.0,8.0,0.0,-14.0,-2.9,5.0,0.3,2.7,0.0,0.0,2.8,0.0,0.3,22.7,1.7,5.3,0.0,0.3,19,1,1,PHIARD610,1.0,1.0,576.0,38.0,36.0,Yes,No,Yes,Yes,Yes,Known,Yes,Yes,No,No,No,Yes,0,0,No,No,0,9,No,0,Unknown,No,2-High,Other,Other,Yes
3162274,Yes,79.34,1030.0,50.0,0.25,89.0,0.0,-408.0,-19.4,13.0,11.0,84.3,0.0,0.0,221.0,37.0,9.7,171.3,334.3,24.0,0.0,15.3,16,2,2,MIANDA305,2.0,2.0,6.0,26.0,36.0,No,No,Yes,No,No,Unknown,No,No,No,No,No,No,0,0,No,Yes,0,6,No,0,130,No,2-High,Other,Other,Unknown
3177774,Yes,44.77,285.0,30.0,0.5,41.0,0.0,207.0,41.2,16.0,0.0,0.0,0.0,0.0,18.1,22.7,0.0,117.7,49.0,16.0,0.0,0.0,17,1,1,NYCMAN917,2.0,1.0,505.0,52.0,0.0,No,No,Yes,No,No,Unknown,No,No,No,No,No,Yes,0,0,No,No,0,4,No,0,30,No,4-Medium,Other,Other,No
3315942,Yes,36.88,132.0,45.0,0.25,0.0,0.6,-76.0,-1.5,3.7,0.0,12.0,0.0,0.0,4.3,3.3,0.3,24.0,13.0,3.7,0.0,0.3,11,1,1,APCSIL301,1.0,1.0,320.0,30.0,28.0,No,No,Yes,No,No,Known,No,No,No,No,No,Yes,0,0,No,No,0,5,No,0,Unknown,No,3-Good,Suburban,Other,Yes
3350466,No,49.99,807.0,70.0,0.0,0.0,0.0,13.0,0.0,1.3,0.0,15.7,0.7,0.7,47.4,1.0,0.0,34.7,40.0,1.3,0.0,0.0,12,1,1,AIRWIL910,1.0,1.0,348.0,0.0,0.0,No,No,Yes,No,No,Known,No,No,No,No,No,Yes,0,0,Yes,No,0,9,No,0,Unknown,No,6-VeryLow,Rural,Other,Unknown
3073342,Yes,30.27,17.0,30.0,0.0,0.0,0.0,-17.0,-0.3,0.3,0.3,0.0,0.0,0.0,6.9,0.0,0.0,8.0,0.0,0.7,0.0,0.0,23,2,1,LAXANA714,1.0,1.0,696.0,0.0,0.0,No,No,Yes,No,No,Known,No,No,No,No,No,No,0,0,No,No,0,6,No,0,Unknown,No,1-Highest,Suburban,Other,Yes
3332330,Yes,48.99,109.0,55.0,0.0,0.0,0.0,-103.0,0.0,10.0,0.3,22.7,0.0,0.7,31.0,11.7,1.7,35.7,22.3,10.3,0.0,0.7,11,1,1,BOSBOS617,1.0,1.0,309.0,52.0,52.0,Yes,No,Yes,No,No,Known,No,Yes,No,No,Yes,Yes,0,0,No,No,0,3,No,0,Unknown,No,5-Low,Other,Professional,Unknown
3390406,No,91.79,2110.0,60.0,0.0,84.0,0.0,100.0,-1.4,17.0,1.0,72.7,7.3,0.0,999.6,145.7,163.7,219.7,470.7,18.0,0.0,42.0,7,1,1,LAWBUM409,1.0,1.0,182.0,0.0,0.0,No,No,Yes,No,No,Unknown,No,No,No,No,No,No,0,0,No,No,3,0,No,0,Unknown,No,5-Low,Town,Other,Unknown
